id,temp_ambiente,umidade,carga_termica,setpoint,temp_fria,erro,peltier_pwm,fan_pwm,potencia_estimada,modo_operacao,estavel,temp_fria_prox
577,24.5,64.08,20.72,11.82,12.13,-0.31,63.11,78.39,19.84,hold,1,11.34
578,25.67,62.37,25.75,8.97,7.85,1.12,82.29,99.51,27.69,hold,0,7.81
579,20.77,59.91,16.75,8.68,-4.54,13.23,100.0,100.0,31.73,cooling,0,-4.85
580,26.48,56.18,24.71,9.65,9.32,0.33,71.74,88.4,23.22,hold,0,8.35
581,24.73,67.37,35.72,8.1,17.07,-8.97,37.33,54.91,13.31,heating,0,16.45
582,23.08,59.18,30.59,11.8,18.12,-6.31,37.33,54.91,13.82,heating,0,18.62
583,25.37,42.91,34.22,10.24,14.34,-4.11,50.82,67.49,15.59,heating,0,13.59
584,28.94,49.48,26.9,10.11,5.4,4.71,98.98,100.0,32.76,cooling,0,5.35
585,24.39,56.67,31.44,10.51,-6.87,17.38,100.0,100.0,28.83,cooling,0,-7.49
586,24.53,60.49,20.39,9.87,5.8,4.07,82.69,100.0,25.8,cooling,0,5.34
587,22.99,57.66,20.86,8.0,7.43,0.57,76.37,91.5,25.58,hold,0,7.12
588,22.14,67.51,8.62,10.33,7.35,2.98,86.51,97.5,28.94,cooling,0,5.73
589,25.8,43.04,31.55,10.75,15.32,-4.57,41.55,54.91,14.39,heating,0,14.38
590,22.12,59.21,33.62,9.55,27.01,-17.46,37.33,54.91,11.41,heating,0,26.58
591,24.15,44.07,21.39,10.91,11.09,-0.17,64.85,78.63,22.25,hold,0,10.34
592,22.95,63.96,23.14,8.78,8.18,0.61,69.41,80.47,20.48,hold,0,8.28
593,25.03,57.37,20.22,8.76,7.81,0.95,73.11,83.03,26.44,hold,0,6.62
594,24.72,61.34,26.85,8.52,11.09,-2.57,55.79,68.25,17.57,heating,0,11.09
595,26.25,51.43,31.19,9.37,2.95,6.42,98.83,100.0,27.57,cooling,0,1.74
596,22.88,67.98,14.44,11.27,11.06,0.22,67.3,82.28,18.8,hold,0,10.45
597,23.4,66.14,27.01,11.2,13.88,-2.69,55.42,68.92,17.71,heating,0,12.99
598,21.86,62.6,23.0,9.41,11.82,-2.41,58.77,74.37,18.91,heating,0,12.39
599,23.02,57.1,25.28,10.24,13.94,-3.7,49.9,68.02,19.91,heating,0,12.95
600,24.81,62.58,27.3,10.77,13.74,-2.97,60.94,77.12,17.2,heating,0,13.29
601,25.64,52.64,23.52,8.84,-5.12,13.96,100.0,100.0,31.08,cooling,0,-6.37
602,21.98,64.7,24.02,8.55,15.48,-6.93,37.33,55.11,10.15,heating,0,16.03
603,25.89,70.83,23.37,11.78,4.29,7.49,100.0,100.0,30.01,cooling,0,3.93
604,26.95,66.37,30.29,10.35,0.66,9.69,100.0,100.0,34.37,cooling,0,0.25
605,24.89,52.47,27.07,11.82,0.59,11.23,100.0,100.0,28.73,cooling,0,0.81
606,28.08,60.89,25.91,9.23,13.74,-4.51,39.98,54.91,14.17,heating,0,13.7
607,22.3,48.12,17.2,10.7,8.13,2.57,82.89,96.63,26.65,cooling,0,7.69
608,21.28,62.52,22.41,8.76,-4.35,13.12,100.0,100.0,30.95,cooling,0,-4.77
609,20.11,61.58,29.87,8.92,14.12,-5.2,38.41,59.14,13.56,heating,0,14.13
610,27.25,43.67,24.84,9.93,-2.28,12.21,100.0,100.0,28.68,cooling,0,-2.93
611,25.42,49.13,28.47,9.15,11.23,-2.07,59.21,78.97,22.08,heating,0,10.81
612,23.87,55.91,34.94,8.54,12.07,-3.53,51.21,66.32,20.21,heating,0,12.2
613,24.6,55.78,30.69,8.93,17.6,-8.67,37.33,54.91,12.29,heating,0,17.51
614,21.54,48.76,25.16,8.01,25.26,-17.25,37.33,54.91,17.05,heating,0,24.76
615,29.32,61.1,21.64,10.7,-1.64,12.34,100.0,100.0,30.2,cooling,0,-2.72
616,24.27,60.04,9.71,9.85,9.58,0.27,69.16,86.11,22.55,hold,0,9.93
617,24.23,56.6,23.64,8.25,7.67,0.58,75.57,92.57,26.54,hold,0,6.91
618,25.57,52.27,22.72,8.56,13.74,-5.18,42.36,59.68,12.79,heating,0,14.05
619,25.04,66.2,26.9,8.28,11.87,-3.59,43.68,57.58,11.34,heating,0,11.79
620,24.48,70.88,23.72,10.33,7.02,3.32,84.22,97.78,23.04,cooling,0,5.88
621,22.27,54.37,22.75,8.25,6.26,1.99,74.59,84.81,27.5,hold,0,6.46
622,25.02,53.37,14.23,10.9,0.48,10.42,100.0,100.0,29.94,cooling,0,0.1
623,28.09,61.89,19.13,7.95,18.48,-10.52,37.33,55.58,11.83,heating,0,18.96
624,26.92,55.34,27.4,8.87,13.96,-5.08,37.33,57.18,10.15,heating,0,13.75
625,27.46,57.02,34.64,11.45,17.88,-6.43,41.66,57.58,15.4,heating,0,18.0
626,22.88,63.81,24.05,10.76,7.38,3.38,81.35,94.05,23.84,cooling,0,5.99
627,21.83,43.36,26.53,8.16,4.41,3.75,96.54,100.0,28.98,cooling,0,3.55
628,23.72,68.28,30.18,11.17,0.81,10.36,100.0,100.0,31.6,cooling,0,-0.37
629,24.11,58.66,19.88,9.85,13.1,-3.25,47.53,57.15,13.13,heating,0,12.66
630,26.38,54.92,26.76,11.27,1.14,10.13,100.0,100.0,30.64,cooling,0,0.88
631,20.3,57.41,20.3,10.28,25.84,-15.55,37.33,54.91,15.0,heating,0,25.05
632,27.32,57.81,29.67,10.61,-1.15,11.76,100.0,100.0,31.86,cooling,0,-1.15
633,23.65,44.74,25.5,11.86,12.37,-0.51,66.99,82.09,21.36,hold,0,11.5
634,23.06,69.64,26.36,8.8,23.43,-14.62,37.33,54.91,12.63,heating,0,23.49
635,21.78,58.42,20.05,10.38,15.15,-4.77,42.63,54.91,13.01,heating,0,15.51
636,20.38,61.52,28.75,9.72,11.53,-1.81,61.24,76.29,23.36,hold,0,11.6
637,25.78,65.45,36.79,8.03,1.75,6.28,100.0,100.0,29.38,cooling,0,1.06
638,24.15,50.22,18.73,7.93,-1.78,9.71,100.0,100.0,31.42,cooling,0,-3.33
639,21.18,61.76,22.64,8.35,16.61,-8.26,37.33,54.91,12.43,heating,0,16.62
640,21.17,56.03,25.97,10.48,22.91,-12.43,37.33,54.91,14.22,heating,0,22.44
641,23.26,64.64,29.21,10.15,6.28,3.87,83.55,96.1,28.27,cooling,0,5.29
642,27.63,41.68,21.35,10.09,0.29,9.8,100.0,100.0,30.94,cooling,0,-0.44
643,23.42,57.33,8.08,8.0,-10.99,18.99,100.0,100.0,31.58,cooling,0,-10.58
644,20.71,53.45,32.56,9.76,1.64,8.11,100.0,100.0,31.66,cooling,0,0.46
645,23.45,61.44,29.06,11.59,9.06,2.53,89.98,100.0,23.45,cooling,0,8.68
646,23.4,61.73,14.44,9.47,23.7,-14.23,37.33,55.87,10.15,heating,0,23.43
647,18.11,52.64,21.07,10.38,15.79,-5.4,43.08,57.8,12.72,heating,0,15.22
648,23.87,52.6,33.78,11.0,12.64,-1.63,65.6,82.86,19.56,hold,0,12.53
649,23.49,57.25,33.08,11.02,6.61,4.41,95.98,100.0,27.4,cooling,0,6.8
650,25.51,51.18,30.1,9.96,5.04,4.91,96.78,100.0,31.53,cooling,0,4.34
651,28.02,64.6,23.59,11.32,22.05,-10.73,37.33,56.75,12.2,heating,0,21.67
652,26.45,55.25,25.1,9.44,11.75,-2.3,57.87,68.61,17.93,heating,0,11.77
653,23.4,35.66,23.86,11.44,-7.95,19.39,100.0,100.0,28.49,cooling,0,-7.86
654,21.58,55.21,31.21,8.84,4.27,4.56,91.09,100.0,28.24,cooling,0,3.64
655,29.6,50.08,19.51,9.0,2.69,6.3,100.0,100.0,25.75,cooling,0,2.08
656,24.12,45.51,19.91,8.08,5.36,2.72,85.45,100.0,26.31,cooling,0,3.77
657,24.02,48.55,30.52,11.07,14.84,-3.77,52.58,66.94,16.9,heating,0,14.11
658,,,,9.55,9.11,0.44,76.15,90.38,24.33,hold,0,8.08
659,24.42,68.36,32.67,8.79,9.37,-0.58,56.84,73.67,14.92,hold,0,9.45
660,23.68,60.52,20.7,8.8,21.26,-12.46,37.33,54.91,12.65,heating,0,20.81
661,22.74,53.42,24.3,11.49,4.08,7.42,100.0,100.0,28.92,cooling,0,3.31
662,22.8,61.62,19.23,11.22,25.97,-14.75,37.33,54.91,10.57,heating,0,25.53
663,23.92,54.56,24.66,10.1,4.29,5.8,91.38,100.0,29.85,cooling,0,3.33
664,22.81,52.74,15.99,10.35,10.79,-0.45,75.56,88.94,27.7,hold,1,11.05
665,22.44,49.19,21.77,9.78,7.63,2.15,81.13,93.33,25.44,cooling,0,7.76
666,24.22,44.58,16.23,9.44,11.09,-1.64,64.24,77.36,18.64,hold,0,11.51
667,23.43,55.09,28.67,11.55,13.83,-2.28,66.97,80.92,21.47,heating,0,13.7
668,27.27,59.32,28.8,8.37,13.74,-5.36,45.98,59.52,16.67,heating,0,13.54
669,18.21,57.35,14.52,9.55,3.59,5.96,100.0,100.0,32.24,cooling,0,3.69
670,26.37,54.89,32.41,9.26,0.43,8.83,100.0,100.0,36.49,cooling,0,-0.39
671,26.71,50.8,39.2,9.87,31.43,-21.56,37.33,54.91,10.77,heating,0,30.53
672,19.47,62.8,24.89,9.71,5.89,3.82,88.95,100.0,28.19,cooling,0,4.97
673,23.24,47.93,20.88,9.96,16.01,-6.05,37.33,54.91,15.3,heating,0,16.04
674,23.18,64.09,41.11,8.43,-3.72,12.15,100.0,100.0,33.97,cooling,0,-4.56
675,20.92,50.36,16.92,9.93,7.64,2.29,69.79,84.61,18.04,cooling,0,7.13
676,22.29,52.29,24.74,8.84,8.94,-0.1,71.66,85.93,22.49,hold,1,7.69
677,21.57,46.78,25.67,8.61,14.07,-5.46,42.08,58.44,16.59,heating,0,14.04
678,27.81,54.23,32.48,8.13,-13.25,21.38,100.0,100.0,36.78,cooling,0,-14.18
679,26.03,65.63,26.72,10.94,11.45,-0.51,68.53,82.75,22.97,hold,0,10.59
680,26.76,62.08,21.71,9.59,0.2,9.39,100.0,100.0,30.26,cooling,0,0.34
681,25.56,65.65,19.07,10.39,12.8,-2.41,67.58,81.17,19.25,heating,0,12.97
682,21.53,62.13,22.62,10.79,1.17,9.63,100.0,100.0,35.44,cooling,0,0.76
683,22.85,49.58,18.74,10.6,2.72,7.89,100.0,100.0,32.46,cooling,0,2.26
684,25.06,55.55,24.9,9.76,7.69,2.07,75.53,90.63,21.96,cooling,0,7.02
685,21.33,52.08,21.33,9.43,1.03,8.4,100.0,100.0,30.59,cooling,0,0.05
686,25.54,68.37,15.89,9.38,5.96,3.42,94.02,100.0,29.83,cooling,0,5.23
687,23.47,48.86,31.95,10.44,-0.17,10.62,100.0,100.0,32.09,cooling,0,-1.46
688,23.17,65.0,21.71,9.86,-5.64,15.5,100.0,100.0,29.2,cooling,0,-5.94
689,25.54,64.99,17.21,11.28,18.73,-7.45,37.33,54.91,10.97,heating,0,18.52
690,24.96,72.22,23.64,11.39,-1.05,12.44,100.0,100.0,27.69,cooling,0,-2.0
691,23.2,54.94,25.02,8.56,8.5,0.05,63.02,79.74,21.98,hold,0,8.95
692,26.52,63.6,14.42,8.42,16.47,-8.05,37.33,54.91,11.52,heating,0,16.6
693,21.63,75.71,26.56,10.4,4.77,5.63,96.98,100.0,31.03,cooling,0,4.49
694,25.33,53.33,18.5,9.08,2.97,6.11,100.0,100.0,33.84,cooling,0,2.18
695,25.28,46.25,34.61,7.94,11.96,-4.02,51.45,64.86,16.87,heating,0,11.72
696,23.32,43.59,27.68,11.44,19.59,-8.15,37.33,54.91,11.97,heating,0,19.6
697,24.7,63.6,22.28,8.78,0.03,8.75,100.0,100.0,31.39,cooling,0,-0.4
698,21.26,43.56,20.27,11.61,8.75,2.86,82.01,97.5,25.73,cooling,0,8.98
699,26.0,55.23,24.01,10.75,-4.78,15.54,100.0,100.0,33.49,cooling,0,-5.27
700,23.59,61.48,28.2,10.94,6.67,4.27,98.27,100.0,31.1,cooling,0,5.77
701,22.85,59.53,24.47,8.68,10.32,-1.64,68.58,85.35,20.49,hold,0,10.2
702,26.28,61.38,23.35,8.81,2.72,6.09,93.61,100.0,31.18,cooling,0,1.63
703,22.45,59.82,24.96,9.97,6.12,3.84,96.76,100.0,32.49,cooling,0,5.94
704,20.92,67.97,21.09,8.56,-2.01,10.57,100.0,100.0,28.32,cooling,0,-3.2
705,20.6,50.75,22.62,9.1,10.69,-1.59,62.85,74.56,22.92,hold,0,10.58
706,25.31,52.87,12.44,9.16,19.06,-9.89,37.33,54.91,12.93,heating,0,18.48
707,21.2,52.14,30.31,8.51,0.65,7.86,100.0,100.0,31.57,cooling,0,0.3
708,27.82,64.51,26.36,8.69,4.71,3.99,93.2,100.0,30.97,cooling,0,4.69
709,19.45,65.05,20.1,11.04,14.33,-3.29,55.93,67.76,16.65,heating,0,13.95
710,27.69,61.58,35.71,8.54,20.39,-11.85,37.33,54.91,14.11,heating,0,19.57
711,24.45,67.24,25.13,7.98,-2.74,10.72,100.0,100.0,30.25,cooling,0,-3.64
712,23.78,49.01,18.57,10.4,8.59,1.81,78.79,92.26,21.69,hold,0,7.74
713,22.8,70.97,29.62,11.79,12.45,-0.66,62.2,66.3,17.67,hold,0,11.09
714,24.86,69.86,26.94,9.2,9.16,0.04,68.56,89.83,22.7,hold,0,9.35
715,23.91,63.78,26.92,8.35,-11.15,19.49,100.0,100.0,29.11,cooling,0,-11.39
716,26.4,71.86,22.13,10.16,14.31,-4.15,46.07,58.76,18.04,heating,0,13.53
717,24.24,45.31,27.25,11.51,23.02,-11.51,37.33,54.91,14.58,heating,0,23.4
718,24.32,54.05,23.09,11.02,11.03,-0.01,68.35,81.87,24.17,hold,0,10.26
719,23.2,52.42,27.87,10.37,1.21,9.16,100.0,100.0,31.25,cooling,0,0.78
720,23.87,63.67,13.5,9.14,5.64,3.49,79.36,88.68,25.32,cooling,0,4.8
721,24.66,49.99,22.09,10.05,25.16,-15.11,37.33,54.91,10.15,heating,0,23.77
722,20.26,63.95,34.68,8.24,17.81,-9.57,37.33,57.64,14.19,heating,0,16.8
723,21.05,68.68,20.14,10.6,15.5,-4.9,43.93,55.53,14.94,heating,0,14.95
724,25.61,63.47,21.09,10.78,13.08,-2.29,57.68,72.92,19.44,heating,0,13.2
725,24.36,60.29,22.0,11.75,4.38,7.37,98.93,100.0,34.06,cooling,0,3.96
726,23.59,50.47,17.53,8.92,8.32,0.6,74.79,91.69,22.23,hold,0,7.94
727,24.03,51.56,11.72,7.94,9.36,-1.42,66.14,81.52,20.59,hold,0,7.99
728,24.75,67.75,23.27,10.06,14.73,-4.67,49.14,65.66,16.4,heating,0,15.07
729,22.81,64.12,25.41,10.71,22.93,-12.22,37.33,54.91,10.33,heating,0,22.67
730,22.29,57.8,24.31,11.05,19.59,-8.54,37.33,56.23,11.82,heating,0,19.21
731,24.42,54.87,23.77,8.65,-2.11,10.75,100.0,100.0,31.99,cooling,0,-2.01
732,21.86,42.46,24.87,8.92,11.95,-3.02,55.67,64.79,17.05,heating,0,12.21
733,24.88,49.83,30.59,9.93,16.33,-6.4,41.44,55.27,16.05,heating,0,16.66
734,20.28,72.86,23.51,9.2,15.32,-6.12,37.33,54.91,10.15,heating,0,14.92
735,26.23,48.21,21.27,11.33,4.65,6.68,98.93,100.0,32.92,cooling,0,3.59
736,25.02,59.56,22.98,9.77,34.95,-25.17,37.33,54.91,13.52,heating,0,34.87
737,24.55,65.88,28.0,11.08,-0.89,11.97,100.0,100.0,29.86,cooling,0,-2.06
738,26.13,48.41,32.87,10.2,0.77,9.44,100.0,100.0,29.15,cooling,0,1.25
739,27.62,59.53,20.95,10.98,12.03,-1.05,70.61,86.4,18.02,hold,0,11.65
740,26.2,65.34,25.2,9.21,28.13,-18.92,37.33,54.91,10.61,heating,0,27.19
741,19.98,58.2,26.6,11.21,2.88,8.33,100.0,100.0,33.09,cooling,0,1.61
742,21.2,80.24,18.82,8.97,7.76,1.22,76.73,85.19,23.91,hold,0,6.62
743,22.63,45.22,24.74,10.07,19.24,-9.18,37.33,54.91,14.52,heating,0,19.01
744,24.05,66.27,16.06,8.73,9.88,-1.15,64.42,81.8,19.09,hold,0,9.51
745,25.12,56.77,14.29,9.78,7.17,2.61,79.65,94.32,26.31,cooling,0,6.11
746,22.41,64.06,26.76,9.15,14.87,-5.72,46.96,60.35,13.65,heating,0,14.37
747,24.4,61.51,22.38,8.94,12.36,-3.42,60.03,76.42,17.08,heating,0,11.32
748,22.34,52.44,25.8,11.76,18.84,-7.08,37.33,54.91,11.98,heating,0,18.83
749,22.66,59.87,24.52,8.51,21.07,-12.56,37.33,57.39,10.87,heating,0,20.7
750,20.92,43.76,18.92,11.04,12.65,-1.62,59.28,77.98,15.7,hold,0,12.04
751,21.98,62.76,24.36,11.83,12.52,-0.7,65.59,83.47,20.31,hold,0,11.41
752,21.04,60.4,17.42,7.95,11.86,-3.91,52.97,70.25,17.11,heating,0,11.36
753,21.86,63.03,32.74,10.68,14.21,-3.53,47.3,58.43,17.73,heating,0,13.68
754,26.29,66.27,16.7,8.89,10.5,-1.62,58.08,75.07,20.3,hold,0,10.4
755,21.92,60.94,23.48,8.03,10.02,-1.99,62.59,78.72,22.22,hold,0,9.72
756,29.73,59.24,18.53,9.49,20.26,-10.77,37.33,54.91,13.64,heating,0,20.47
757,25.07,51.3,27.95,11.63,22.99,-11.36,37.33,54.91,12.86,heating,0,22.42
758,24.39,52.6,22.68,7.92,-2.86,10.78,100.0,100.0,28.54,cooling,0,-4.24
759,22.12,67.26,21.59,10.23,10.12,0.12,87.01,100.0,27.4,hold,1,9.98
760,25.52,69.19,29.6,9.89,4.14,5.74,100.0,100.0,32.19,cooling,0,3.1
761,22.74,56.26,24.79,11.38,7.37,4.01,88.71,100.0,30.53,cooling,0,6.24
762,24.26,58.46,27.64,8.21,13.47,-5.26,48.03,61.61,16.78,heating,0,13.19
763,29.57,51.12,18.89,10.61,15.75,-5.14,43.66,61.03,16.58,heating,0,15.74
764,23.78,67.15,16.42,10.6,9.07,1.53,82.0,99.82,23.54,hold,0,8.28
765,,,,10.56,-6.33,16.89,100.0,100.0,30.35,cooling,0,-6.94
766,22.46,73.09,22.76,11.66,1.78,9.88,100.0,100.0,31.86,cooling,0,1.0
767,23.91,51.32,28.28,11.18,17.7,-6.52,37.33,54.91,14.52,heating,0,18.15
768,27.85,55.18,24.15,8.04,-13.4,21.44,100.0,100.0,30.71,cooling,0,-13.58
769,22.62,59.89,25.82,9.76,20.18,-10.42,37.33,54.91,12.03,heating,0,19.37
770,27.94,63.09,15.14,9.47,14.49,-5.02,40.21,57.85,14.44,heating,0,13.87
771,25.53,56.44,35.65,9.12,21.28,-12.17,37.33,54.91,10.15,heating,0,20.87
772,22.76,51.36,23.66,9.68,8.33,1.35,75.7,94.55,26.92,hold,0,7.98
773,25.37,64.9,28.69,9.41,-7.6,17.01,100.0,100.0,29.24,cooling,0,-7.69
774,26.11,63.67,19.74,9.61,13.71,-4.1,49.23,60.81,11.93,heating,0,13.53
775,25.35,51.03,26.42,11.81,20.93,-9.12,37.33,54.91,12.22,heating,0,20.22
776,20.57,68.56,17.01,8.23,17.94,-9.71,37.33,54.91,15.6,heating,0,17.4
777,22.4,67.13,27.26,11.58,4.36,7.21,100.0,100.0,32.17,cooling,0,4.09
778,23.45,59.14,22.54,9.8,10.77,-0.97,63.62,78.53,21.59,hold,0,9.82
779,23.83,58.71,24.79,10.38,5.47,4.9,94.76,100.0,29.51,cooling,0,4.66
780,25.34,62.38,28.7,11.21,3.03,8.18,100.0,100.0,30.7,cooling,0,2.77
781,24.38,51.45,17.42,9.32,18.2,-8.88,37.33,54.91,10.15,heating,0,18.39
782,21.08,58.33,20.62,9.6,-0.21,9.81,100.0,100.0,26.48,cooling,0,-0.88
783,24.82,41.48,27.29,9.52,2.39,7.13,98.36,100.0,30.9,cooling,0,1.65
784,25.32,64.87,36.87,9.38,0.59,8.79,100.0,100.0,33.63,cooling,0,-0.58
785,25.21,46.05,23.81,11.59,-2.71,14.3,100.0,100.0,31.69,cooling,0,-2.89
786,26.35,69.71,28.07,11.2,11.28,-0.08,68.68,84.26,22.85,hold,0,11.56
787,25.81,55.55,24.0,8.31,19.96,-11.65,37.33,59.1,15.37,heating,0,20.99
788,24.99,56.47,35.96,8.3,8.45,-0.14,66.13,81.61,21.5,hold,1,8.31
789,23.84,53.25,14.42,9.59,-2.84,12.43,100.0,100.0,30.75,cooling,0,-3.34
790,20.37,55.88,25.17,8.27,17.21,-8.94,37.33,60.34,10.56,heating,0,16.44
791,24.93,69.05,15.13,10.36,24.44,-14.08,37.33,54.91,16.24,heating,0,23.14
792,24.44,38.89,9.98,8.45,4.5,3.94,97.24,100.0,31.22,cooling,0,4.02
793,24.58,67.96,26.36,9.97,5.94,4.03,96.12,100.0,27.95,cooling,0,6.53
794,21.21,60.71,25.43,7.9,14.44,-6.54,37.33,54.91,10.15,heating,0,14.84
795,21.63,48.78,22.96,9.14,23.9,-14.75,37.33,54.91,14.71,heating,0,24.04
796,26.29,49.8,24.0,10.59,5.59,5.01,94.96,100.0,27.41,cooling,0,5.17
797,23.9,71.04,42.71,9.82,-1.36,11.18,100.0,100.0,34.71,cooling,0,-1.68
798,25.48,50.8,23.11,11.8,15.43,-3.63,47.89,58.91,10.15,heating,0,13.94
799,24.05,49.2,27.6,11.38,16.86,-5.48,43.34,57.82,16.85,heating,0,16.95
800,24.05,66.88,20.83,9.31,10.08,-0.77,64.01,76.84,21.18,hold,0,9.43
801,26.04,60.71,26.34,8.05,5.26,2.79,76.81,92.88,24.28,cooling,0,4.55
802,22.87,50.86,23.23,11.27,18.53,-7.26,44.65,60.65,14.04,heating,0,18.01
803,24.2,59.77,22.22,11.53,14.54,-3.01,49.03,65.48,19.49,heating,0,14.07
804,22.98,50.18,35.24,11.17,3.46,7.71,100.0,100.0,32.41,cooling,0,2.49
805,23.04,66.6,31.49,8.38,10.45,-2.07,50.97,64.15,14.48,heating,0,10.2
806,23.32,66.29,25.42,11.88,-1.53,13.41,100.0,100.0,27.56,cooling,0,-2.31
807,24.47,62.21,11.16,8.91,15.89,-6.98,37.33,55.09,12.55,heating,0,15.74
808,22.95,60.89,22.51,10.78,7.79,2.99,80.84,99.05,25.25,cooling,0,6.54
809,26.73,71.7,40.41,11.52,6.3,5.22,99.01,100.0,27.66,cooling,0,5.62
810,22.04,58.1,23.27,8.82,9.75,-0.93,64.0,74.4,20.09,hold,0,8.81
811,23.58,48.98,31.06,11.52,10.37,1.15,81.53,94.35,24.31,hold,0,9.5
812,23.03,61.57,33.04,9.11,17.68,-8.57,37.33,55.47,12.22,heating,0,17.49
813,27.14,74.2,25.9,11.8,15.08,-3.29,50.62,69.27,17.64,heating,0,14.02
814,24.42,50.27,19.7,9.0,8.69,0.31,71.92,84.15,25.56,hold,0,7.88
815,26.24,55.31,10.4,11.7,16.56,-4.86,46.63,62.56,16.81,heating,0,16.57
816,20.75,61.31,28.62,8.09,13.46,-5.37,46.24,66.74,13.43,heating,0,12.43
817,24.57,57.68,19.86,10.72,6.38,4.34,91.77,100.0,29.27,cooling,0,6.72
818,25.93,50.52,25.65,10.01,8.96,1.05,76.18,95.44,23.98,hold,0,9.14
819,24.17,66.76,17.32,9.79,8.76,1.03,73.92,91.92,20.51,hold,0,8.08
820,26.31,76.01,23.07,8.77,14.35,-5.58,42.67,54.94,14.6,heating,0,13.77
821,22.86,59.61,24.82,10.71,6.89,3.81,95.56,100.0,33.38,cooling,0,6.36
822,27.06,51.12,26.19,8.64,6.69,1.95,82.96,98.06,25.95,hold,0,5.55
823,29.0,46.14,18.11,10.09,26.86,-16.77,37.33,54.91,10.15,heating,0,25.53
824,23.2,60.09,31.61,8.89,18.06,-9.18,37.33,55.08,12.26,heating,0,17.56
825,23.02,66.62,21.13,11.71,3.53,8.18,100.0,100.0,28.57,cooling,0,2.85
826,27.16,61.77,14.84,7.99,14.91,-6.93,37.33,54.91,13.93,heating,0,14.83
827,27.43,58.08,23.98,8.67,11.04,-2.37,52.73,63.79,17.87,heating,0,10.54
828,22.85,53.55,24.82,8.84,13.38,-4.53,53.68,62.11,16.76,heating,0,13.67
829,23.07,49.67,25.56,9.53,11.2,-1.67,47.74,63.26,14.66,hold,0,10.22
830,23.38,64.54,32.57,8.81,20.2,-11.4,37.33,54.91,11.77,heating,0,19.32
831,21.06,65.15,23.24,9.85,12.99,-3.14,60.01,75.86,19.02,heating,0,12.79
832,21.99,46.17,23.92,11.38,9.5,1.88,72.57,84.69,21.23,hold,0,8.44
833,21.8,70.37,18.18,10.73,18.94,-8.21,37.33,54.91,10.15,heating,0,18.02
834,22.32,62.53,29.41,10.2,12.02,-1.82,57.48,74.63,20.52,hold,0,11.72
835,23.91,68.9,25.7,8.23,11.07,-2.84,53.95,65.19,16.41,heating,0,10.26
836,24.5,47.74,22.17,10.66,12.71,-2.06,64.45,75.06,20.67,heating,0,12.24
837,27.37,47.56,13.5,8.54,9.23,-0.69,67.54,82.54,21.83,hold,0,8.57
838,21.81,56.95,33.06,11.03,10.11,0.92,64.44,84.82,20.98,hold,0,9.27
839,26.14,61.98,17.45,8.88,5.01,3.86,84.43,100.0,23.98,cooling,0,3.54
840,23.52,71.97,21.17,9.55,3.61,5.94,100.0,100.0,27.65,cooling,0,3.08
841,23.88,63.55,26.71,9.28,1.49,7.79,100.0,100.0,29.82,cooling,0,0.32
842,25.46,56.23,17.63,11.32,-1.87,13.19,100.0,100.0,31.79,cooling,0,-2.41
843,21.54,50.18,15.9,8.38,2.51,5.87,100.0,100.0,29.54,cooling,0,1.63
844,24.82,67.6,12.22,10.14,8.54,1.6,76.31,89.01,23.18,hold,0,8.0
845,24.35,50.65,28.83,8.44,10.91,-2.47,70.16,78.73,26.3,heating,0,10.4
846,25.06,70.67,21.44,10.7,7.71,2.99,85.09,100.0,22.84,cooling,0,7.3
847,24.62,55.9,41.72,11.51,-10.11,21.62,100.0,100.0,29.49,cooling,0,-10.78
848,29.34,70.38,18.81,9.62,23.49,-13.88,37.33,54.91,15.99,heating,0,23.86
849,22.6,63.34,19.24,9.83,19.32,-9.49,37.33,54.91,12.11,heating,0,18.09
850,22.83,57.04,21.32,11.6,13.84,-2.24,66.82,82.33,19.63,heating,0,13.24
851,22.63,54.09,26.04,9.96,26.34,-16.37,37.33,54.91,14.54,heating,0,26.31
852,22.78,55.47,21.87,9.83,1.67,8.16,100.0,100.0,31.11,cooling,0,1.33
853,22.6,61.41,28.2,10.19,26.17,-15.97,37.33,54.91,11.5,heating,0,25.24
854,26.58,58.7,18.91,10.64,1.78,8.86,100.0,100.0,31.38,cooling,0,0.87
855,27.09,53.52,16.55,8.3,12.07,-3.77,46.34,63.03,13.59,heating,0,11.4
856,22.75,56.82,14.12,11.17,-0.86,12.03,100.0,100.0,28.97,cooling,0,-1.09
857,22.18,58.71,11.63,9.62,10.16,-0.53,66.27,81.49,20.65,hold,0,9.36
858,25.02,41.67,21.59,8.16,13.33,-5.17,42.54,59.92,11.74,heating,0,13.27
859,22.79,61.64,22.86,11.03,8.71,2.32,79.67,85.39,24.92,cooling,0,8.32
860,25.37,50.54,20.93,9.39,16.13,-6.75,37.37,54.91,12.92,heating,0,17.13
861,24.43,49.2,31.88,8.27,10.88,-2.6,64.13,79.06,21.95,heating,0,10.66
862,,,,10.42,5.56,4.85,92.76,100.0,31.08,cooling,0,4.53
863,27.36,44.25,22.66,11.41,5.18,6.22,100.0,100.0,30.19,cooling,0,3.9
864,27.91,47.64,14.14,11.44,16.96,-5.52,46.01,57.64,15.8,heating,0,16.58
865,22.65,52.63,21.31,11.72,4.44,7.28,100.0,100.0,31.99,cooling,0,3.75
